"PassengerId","Survived"
892,0.0722811719740013
893,0.561517239031626
894,0.100116333058239
895,0.0877625803435596
896,0.64383679315657
897,0.121394408830565
898,0.638056063646721
899,0.111118979324431
900,0.837558954141703
901,0.0358685289324675
902,0.105690300208533
903,0.359540915134681
904,0.968826781794474
905,0.0602669268042486
906,0.936238591494608
907,0.888697056154699
908,0.191845211223435
909,0.101460470620995
910,0.515394918638306
911,0.709533278689483
912,0.217533631479907
913,0.791081198473959
914,0.975479521121071
915,0.472463531276047
916,0.914651752745379
917,0.0281011643984478
918,0.945829329868954
919,0.0977389527965049
920,0.396345091580972
921,0.0294917710272194
922,0.0841596888833756
923,0.0966570728206903
924,0.488235909993162
925,0.493480206599803
926,0.355464984725345
927,0.107944236259555
928,0.651438375260136
929,0.694268677498071
930,0.092580773657039
931,0.102197822803585
932,0.0464231222086836
933,0.448646505783803
934,0.0611156892759
935,0.919913744179066
936,0.93743859909442
937,0.0920441266183703
938,0.369434564096628
939,0.0853906474989179
940,0.951572672655287
941,0.608369813842148
942,0.396530191998623
943,0.230443648439206
944,0.614936771235153
945,0.798064682527218
946,0.184807045291686
947,0.279115587420362
948,0.0713769248107723
949,0.0919507134668213
950,0.0634635718432909
951,0.974813396444692
952,0.11227598340791
953,0.205807631139784
954,0.109489913730906
955,0.68754608732269
956,0.950090989728771
957,0.940785871476849
958,0.710943681755725
959,0.368574733855726
960,0.462069041129848
961,0.842089127033387
962,0.675559082497385
963,0.101709420468697
964,0.644696626243199
965,0.478471697374166
966,0.970018153213585
967,0.634248077896232
968,0.0854859708931531
969,0.849613801973315
970,0.214656749603751
971,0.675559082497385
972,0.705580757460423
973,0.278520342587616
974,0.340658338792856
975,0.0563310543675457
976,0.200991204850964
977,0.0858760654151498
978,0.657226311588455
979,0.711086391794627
980,0.657139113727297
981,0.893382958135503
982,0.724538090416877
983,0.0853985874329192
984,0.921711617975009
985,0.105749582837952
986,0.500918666024083
987,0.0920002288050341
988,0.876123161605681
989,0.0832031709052299
990,0.699419193066475
991,0.0751764550355983
992,0.941259030623376
993,0.147951659828115
994,0.0675151887747533
995,0.0897079709935598
996,0.677592903000094
997,0.0900878743007223
998,0.101681559310411
999,0.0853906474989179
1000,0.0856968185228276
1001,0.27311079798919
1002,0.168946565250629
1003,0.651188290867079
1004,0.938070411116721
1005,0.707591344173862
1006,0.947703684626367
1007,0.0654826501927359
1008,0.0849747398598512
1009,0.610207187230247
1010,0.474911644512784
1011,0.873488556692844
1012,0.90092435733425
1013,0.0492282889313191
1014,0.952791087556114
1015,0.0851241902208749
1016,0.0675151887747533
1017,0.643960898316248
1018,0.0991729042940292
1019,0.379443069685057
1020,0.163953841901553
1021,0.0944261151926511
1022,0.0771228383172852
1023,0.35591534151463
1024,0.491289073730338
1025,0.0432488101850291
1026,0.05802669430301
1027,0.0943580537593218
1028,0.0884042606522022
1029,0.233901995954725
1030,0.681858365368539
1031,0.00474533443240251
1032,0.0828167834425906
1033,0.964024444728901
1034,0.151082078296658
1035,0.233459170301826
1036,0.385931172072832
1037,0.0150294097522669
1038,0.506804930084659
1039,0.0992652895341378
1040,0.539770459337895
1041,0.115627691110528
1042,0.974942994229952
1043,0.0675525245154077
1044,0.0370600676815902
1045,0.60476305108413
1046,0.199227616286263
1047,0.0942523989122677
1048,0.975506078327437
1049,0.681685621409637
1050,0.385931172072832
1051,0.670070883582833
1052,0.702495256854912
1053,0.69980055437406
1054,0.859486748227493
1055,0.0851527605070308
1056,0.192522918071326
1057,0.627376952684854
1058,0.369798038234728
1059,0.0197679578212197
1060,0.961559522096628
1061,0.688626115354584
1062,0.056256352022661
1063,0.0872957154180545
1064,0.0573869185826242
1065,0.0852253949283137
1066,0.00642926223815645
1067,0.81489471086688
1068,0.888110766568102
1069,0.219509781371588
1070,0.781679140760798
1071,0.896447240637444
1072,0.214656749603751
1073,0.25847105776483
1074,0.969417376905449
1075,0.105634273939787
1076,0.974153036351841
1077,0.1734224462425
1078,0.833605812206896
1079,0.0374649712999312
1080,0.0128342233765683
1081,0.171680676891982
1082,0.125161436610536
1083,0.448093334425185
1084,0.672344635073307
1085,0.1036382485831
1086,0.901984109447858
1087,0.0751211175853133
1088,0.978100095921143
1089,0.710856598064059
1090,0.247206041875893
1091,0.775222490600615
1092,0.658285383539794
1093,0.777045144934805
1094,0.448346624635051
1095,0.802481175574637
1096,0.237052828490087
1097,0.53895382958168
1098,0.605655658861536
1099,0.242093211776604
1100,0.941845334449366
1101,0.0920342037947609
1102,0.0814179697521519
1103,0.0755406700544712
1104,0.333727139045169
1105,0.745441970740941
1106,0.060146571920998
1107,0.401411206946427
1108,0.651280650790972
1109,0.2183968641563
1110,0.945139095914852
1111,0.0758251364242295
1112,0.752552582448406
1113,0.101766724278238
1114,0.934155997160764
1115,0.101672273761777
1116,0.951344017660775
1117,0.659380244565301
1118,0.0967283601172605
1119,0.651161319626725
1120,0.0636489287551551
1121,0.187995208286856
1122,0.344583240572786
1123,0.957384711660263
1124,0.0587669164645429
1125,0.14157707274802
1126,0.312365396622974
1127,0.104249518782437
1128,0.187755877741676
1129,0.104010835121006
1130,0.745039598792284
1131,0.944958819738939
1132,0.948772029435413
1133,0.795489562535534
1134,0.256069475264383
1135,0.0854343254196719
1136,0.482904133115299
1137,0.284266944490307
1138,0.936734073847511
1139,0.0753117571207464
1140,0.873488556692844
1141,0.66246129693669
1142,0.774938476322625
1143,0.104276406657586
1144,0.45246112282313
1145,0.0948703903619782
1146,0.076559760682846
1147,0.105557462954634
1148,0.0675151887747533
1149,0.0853778805525294
1150,0.881077932796586
1151,0.101664548758417
1152,0.0407722216812999
1153,0.101693965976905
1154,0.854776331472049
1155,0.605829822220211
1156,0.214476856835484
1157,0.0757812076738491
1158,0.595032431747943
1159,0.085327152118017
1160,0.591731501449432
1161,0.1125871033737
1162,0.406821792583689
1163,0.0853906474989179
1164,0.972753161475602
1165,0.405706251986718
1166,0.0852240634258641
1167,0.808195588693613
1168,0.222369626653359
1169,0.10808584708481
1170,0.135392890371251
1171,0.25239089297224
1172,0.682398418531079
1173,0.733664211680542
1174,0.651161319626725
1175,0.555007528170943
1176,0.6070188809989
1177,0.0693948398784867
1178,0.085231989313738
1179,0.418387108953967
1180,0.0755915742540129
1181,0.0854859708931531
1182,0.431218130995374
1183,0.63741798265386
1184,0.0755915742540129
1185,0.208469349161714
1186,0.0699880371684237
1187,0.089748092651588
1188,0.784220261739957
1189,0.0302575292760716
1190,0.48616078487555
1191,0.083181212198534
1192,0.0770432834307451
1193,0.225824267669097
1194,0.119970731585161
1195,0.0946393084384329
1196,0.651161319626725
1197,0.846458651548637
1198,0.278761117704675
1199,0.829576848840004
1200,0.180953006311026
1201,0.582139803322227
1202,0.109852229909351
1203,0.0989657342248325
1204,0.105567061633135
1205,0.592364977862111
1206,0.966356105864324
1207,0.716475714722141
1208,0.272660929464322
1209,0.268372287104283
1210,0.0874997872018626
1211,0.101597752699439
1212,0.0897079709935598
1213,0.0918079392947013
1214,0.233901995954725
1215,0.446348770900681
1216,0.966605174600683
1217,0.0964637075842694
1218,0.680162824098918
1219,0.410711824756853
1220,0.141110859427158
1221,0.259596469789879
1222,0.786302903046804
1223,0.408871092779784
1224,0.0673809078800807
1225,0.665768244346552
1226,0.0875132947411899
1227,0.466384219898237
1228,0.20547549971057
1229,0.0317974547537378
1230,0.252842192110574
1231,0.677925776841569
1232,0.273839586554283
1233,0.076986686199282
1234,0.00211585853485986
1235,0.988318859295635
1236,0.533259844109314
1237,0.721994379747674
1238,0.233901995954725
1239,0.747781071231781
1240,0.244338620773025
1241,0.845951018572645
1242,0.95129350430904
1243,0.237052828490087
1244,0.327603587236184
1245,0.0503157890377681
1246,0.529573819346448
1247,0.334471451602682
1248,0.84886563817464
1249,0.0757764800316303
1250,0.0853906474989179
1251,0.679712106902581
1252,0.0256900301642607
1253,0.851546112776045
1254,0.920271297381146
1255,0.0877625803435596
1256,0.963459468015225
1257,0.0921644054284447
1258,0.0396286926374615
1259,0.71476592526557
1260,0.950542262805829
1261,0.219956095301822
1262,0.161960645141009
1263,0.963535874736304
1264,0.317325776257754
1265,0.156509059896083
1266,0.901026301594238
1267,0.967920107980939
1268,0.40453459805014
1269,0.258425802618654
1270,0.325463214267674
1271,0.236894160652797
1272,0.0675151887747533
1273,0.0897425782864471
1274,0.801300787749756
1275,0.74250621715645
1276,0.224284731263297
1277,0.67902666962542
1278,0.0943305357773155
1279,0.11464770046862
1280,0.1016552645874
1281,0.430118009087836
1282,0.582609434201752
1283,0.937530831731371
1284,0.715400947219437
1285,0.144599010945991
1286,0.0112133805895773
1287,0.97023836405301
1288,0.0941483066314179
1289,0.914031151839754
1290,0.0991653482284671
1291,0.0790215282960164
1292,0.968489989885668
1293,0.111506956405608
1294,0.945289438823069
1295,0.577085817306633
1296,0.254093057182508
1297,0.265633343644614
1298,0.154058933005743
1299,0.290753943340649
1300,0.651134347418149
1301,0.594102823125377
1302,0.651161319626725
1303,0.956086170765008
1304,0.650870113688569
1305,0.0758251364242295
1306,0.999999999999885
1307,0.0650587466547897
1308,0.105749582837952
1309,0.629658202423547
